scopus_id,title,creator,keywords,publication_name,volume,issue,pages,doi,abstract,cited_by_count,date,type,funding_source
85015203775,High energies and radiation effects,Reames D.,NA,Lecture Notes in Physics,932,NA,103-111,10.1007/978-3-319-50871-9_6,"In this chapter we characterize the high-energy proton spectra that can penetrate shielding and determine the radiation dose to humans and equipment in space. High-energy spectral breaks or “knees”, seen in all large SEP events, determine the contribution of highly penetrating protons. The streaming limit, discussed earlier, places an upper bound on particle fluences early in events and the radial variation of intensities is important for near-solar and deep-space missions. The streaming limit is a strong function of radial distance from the Sun. We also briefly consider a mission to Mars and radiation-induced chemistry of the upper atmosphere of Earth.",0,2017-01-01,Chapter,NA
84990936333,Cosmic radiation exposure and persistent cognitive dysfunction,Parihar V.,NA,Scientific Reports,6,NA,NA,10.1038/srep34774,"The Mars mission will result in an inevitable exposure to cosmic radiation that has been shown to cause cognitive impairments in rodent models, and possibly in astronauts engaged in deep space travel. Of particular concern is the potential for cosmic radiation exposure to compromise critical decision making during normal operations or under emergency conditions in deep space. Rodents exposed to cosmic radiation exhibit persistent hippocampal and cortical based performance decrements using six independent behavioral tasks administered between separate cohorts 12 and 24 weeks after irradiation. Radiation-induced impairments in spatial, episodic and recognition memory were temporally coincident with deficits in executive function and reduced rates of fear extinction and elevated anxiety. Irradiation caused significant reductions in dendritic complexity, spine density and altered spine morphology along medial prefrontal cortical neurons known to mediate neurotransmission interrogated by our behavioral tasks. Cosmic radiation also disrupted synaptic integrity and increased neuroinflammation that persisted more than 6 months after exposure. Behavioral deficits for individual animals correlated significantly with reduced spine density and increased synaptic puncta, providing quantitative measures of risk for developing cognitive impairment. Our data provide additional evidence that deep space travel poses a real and unique threat to the integrity of neural circuits in the brain.",83,2016-10-10,Article,National Aeronautics and Space Administration
85020138248,3D printed surgical instruments evaluated by a simulated crew of a Mars mission,Wong J.,Additive manufacturing | digital fabrication | Fused deposition modeling | Space medicine | Space mission surgery | Surgery,Aerospace Medicine and Human Performance,87,9,806-810,10.3357/AMHP.4281.2016,"INTRODUCTION: The first space-based fused deposition modeling (FDM) 3D printer became operational in 2014. This study evaluated whether Mars simulation crewmembers of the Hawai'i Space Exploration Analog and Simulation (HI-SEAS) II mission with no prior surgical experience could utilize acrylonitrile butadiene styrene (ABS) thermoplastic surgical instruments FDM 3D printed on Earth to complete simulated surgical tasks. METHODS: This study sought to examine the feasibility of using 3D printed surgical tools when the primary crew medical officer is incapacitated and the back-up crew medical officer must conduct a surgical procedure during a simulated extended space mission. During a 4 mo duration ground-based analog mission, five simulation crewmembers with no prior surgical experience completed 16 timed sets of simulated prepping, draping, incising, and suturing tasks to evaluate the relative speed of using four ABS thermoplastic instruments printed on Earth compared to conventional instruments. RESULTS: All four simulated surgical tasks were successfully performed using 3D printed instruments by Mars simulation crewmembers with no prior surgical experience. There was no substantial difference in time to completion of simulated tasks with control vs. 3D printed sponge stick, towel clamp, scalpel handle, and toothed forceps. DISCUSSION: These limited findings support further investigation into the creation of an onboard digital catalog of validated 3D printable surgical instrument design files to support autonomous, crew-administered healthcare on Mars missions. Future work could include addressing sterility, biocompatibility, and having astronaut crew medical officers test a wider range of surgical instruments printed in microgravity during actual surgical procedures.",8,2016-09-01,Article,NA
84988566064,Simulating the Lunar Environment: Partial Weightbearing and High-LET Radiation-Induce Bone Loss and Increase Sclerostin-Positive Osteocytes,Macias B.,NA,Radiation Research,186,3,254-263,10.1667/RR13579.1,"Exploration missions to the Moon or Mars will expose astronauts to galactic cosmic radiation and low gravitational fields. Exposure to reduced weightbearing and radiation independently result in bone loss. However, no data exist regarding the skeletal consequences of combining low-dose, high-linear energy transfer (LET) radiation and partial weightbearing. We hypothesized that simulated galactic cosmic radiation would exacerbate bone loss in animals held at one-sixth body weight (G/6) without radiation exposure. Female BALB/cByJ four-month-old mice were randomly assigned to one of the following treatment groups: 1 gravity (1G) control; 1G with radiation; G/6 control; and G/6 with radiation. Mice were exposed to either silicon-28 or X-ray radiation. 28Si radiation (300 MeV/nucleon) was administered at acute doses of 0 (sham), 0.17 and 0.5 Gy, or in three fractionated doses of 0.17 Gy each over seven days. X radiation (250 kV) was administered at acute doses of 0 (sham), 0.17, 0.5 and 1 Gy, or in three fractionated doses of 0.33 Gy each over 14 days. Bones were harvested 21 days after the first exposure. Acute 1 Gy X-ray irradiation during G/6, and acute or fractionated 0.5 Gy 28Si irradiation during 1G resulted in significantly lower cancellous mass [percentage bone volume/total volume (%BV/TV), by microcomputed tomography]. In addition, G/6 significantly reduced %BV/TV compared to 1G controls. When acute X-ray irradiation was combined with G/6, distal femur %BV/TV was significantly lower compared to G/6 control. Fractionated X-ray irradiation during G/6 protected against radiation-induced losses in %BV/TV and trabecular number, while fractionated 28Si irradiation during 1G exacerbated the effects compared to single-dose exposure. Impaired bone formation capacity, measured by percentage mineralizing surface, can partially explain the lower cortical bone thickness. Moreover, both partial weightbearing and 28Si-ion exposure contribute to a higher proportion of sclerostin-positive osteocytes in cortical bone. Taken together, these data suggest that partial weightbearing and low-dose, high-LET radiation negatively impact maintenance of bone mass by lowering bone formation and increasing bone resorption. The impaired bone formation response is associated with sclerostin-induced suppression of Wnt signaling. Therefore, exposure to low-dose, high-LET radiation during long-duration spaceflight missions may reduce bone formation capacity, decrease cancellous bone mass and increase bone resorption. Future countermeasure strategies should aim to restore mechanical loads on bone to those experienced in one gravity. Moreover, low-doses of high-LET radiation during long-duration spaceflight should be limited or countermeasure strategies employed to mitigate bone loss.",14,2016-09-01,Article,National Science Foundation
84987623910,Atmospheric radiation modeling of galactic cosmic rays using LRO/CRaTER and the EMMREM model with comparisons to balloon and airline based measurements,Joyce C.,GCRs | modeling | radiation,Space Weather,14,9,659-667,10.1002/2016SW001425,"We provide an analysis of the galactic cosmic ray radiation environment of Earth's atmosphere using measurements from the Cosmic Ray Telescope for the Effects of Radiation (CRaTER) aboard the Lunar Reconnaissance Orbiter (LRO) together with the Badhwar-O'Neil model and dose lookup tables generated by the Earth-Moon-Mars Radiation Environment Module (EMMREM). This study demonstrates an updated atmospheric radiation model that uses new dose tables to improve the accuracy of the modeled dose rates. Additionally, a method for computing geomagnetic cutoffs is incorporated into the model in order to account for location-dependent effects of the magnetosphere. Newly available measurements of atmospheric dose rates from instruments aboard commercial aircraft and high-altitude balloons enable us to evaluate the accuracy of the model in computing atmospheric dose rates. When compared to the available observations, the model seems to be reasonably accurate in modeling atmospheric radiation levels, overestimating airline dose rates by an average of 20%, which falls within the uncertainty limit recommended by the International Commission on Radiation Units and Measurements (ICRU). Additionally, measurements made aboard high-altitude balloons during simultaneous launches from New Hampshire and California provide an additional comparison to the model. We also find that the newly incorporated geomagnetic cutoff method enables the model to represent radiation variability as a function of location with sufficient accuracy.",4,2016-09-01,Article,National Science Foundation
84983243365,Are men from mars and women from venus?: Bridging the gender learning gap in medical education,Saleh J.,NA,Sultan Qaboos University Medical Journal,16,3,e267-e269,10.18295/squmj.2016.16.03.001,NA,0,2016-08-01,Editorial,NA
84961603876,Extreme solar event of AD775: Potential radiation exposure to crews in deep space,Townsend L.W.,NA,Acta Astronautica,123,NA,116-120,10.1016/j.actaastro.2016.03.002,"The existence of a historically large cosmic event in AD774 or 775, of probable solar origin, has recently been confirmed from records of 14C levels in tree rings located at widely separated locations on Earth, 10Be records in polar ice cores, and historical records of aurora sightings. Usoskin et al. (2013) [16] suggest that such an event, of solar origin, would have a proton fluence of ~4.5×1010 cm-2 at energies above 30 MeV, with a hard energy spectrum comparable to the event of 23 February 1956. In this work we investigate the possible radiation exposures to crews of missions on the surface of Mars, from such an event. In this work we use the HZETRN radiation transport code, originally developed at NASA Langley Research Center, and the Computerized Anatomical Male and Female human geometry models to estimate exposures for a variety of aluminum shield areal densities similar to those provided by a spacesuit, surface lander, and permanent habitat on the Martian surface. Comparisons of the predicted organ exposures with recently-recommended radiation exposure limits are made. Potential health effects on crews, of such an event, are also discussed.",7,2016-06-01,Article,NA
85088356385,Realization of a two-synodic-period earth-mars cycler,Naeije M.C.,NA,"2016 AIAA Guidance, Navigation, and Control Conference",NA,NA,NA,10.2514/6.2016-0628,"To cater to prolonged exploration of Mars, an infrastructure is necessary to provide crew and supplies on a regular basis. Cyclers, trajectories that are de ected through gravita- tional swingbys to repeatedly visit a limited set of planets, provide such an infrastructure, of which the S1L1 Earth-Mars cycler is particularly attractive due to low fly by velocities and low ΔV required. This paper aims to improve the fidelity of this two-synodic-period cycler by firstly reconstructing the original proposed cycler in a model with realistic po- sitions and velocities of the planets by solving Lambert's problem for each leg between the swingbys, secondly by optimizing the unperturbed trajectory, and thirdly subjecting the optimized trajectory to third-body perturbations and solar radiation pressure, which are small but persistent accelerations that accrue over decades and would require orbit maintenance in the form of extra ΔV . The reconstructed cycler trajectory shows the shortcomings of the reference trajectory. A dispersion analysis on the swingby dates revealed that a variation of ±1 day already causes significant discrepancies in fly by velocity and altitude. We then adopt the reconstructed more realistic trajectory as reference for the optimization. This new reference has average Earth and Mars arrivals V1 of 5.4 km/s and 5.6 km/s, respectively, and needs to be powered with an average ΔV of 40 m/s per leg (not purely ballistic anymore). Sensitivity analysis shows that the trajectory result is very sensitive to the initial state. Multiple solution vector formulations are tested and only a corrected Lambert solution was able to consistently have a sufficient percentage of successful trajectories. Then the trajectory is subjected to orbit optimization using Differential Evolution bring- ing the solution closer to the original perturbed S1L1 cycler in terms of smaller total ΔV . Different penalty strategies are investigated to further minimize the needed ΔV s. At the same time this also changed the Earth-Mars transit times. The most favorable compromise is subsequently subjected to third-body perturbations (Sun, Earth, Mars, when spacecraft not in their respective SOI) and solar-radiation pressure, resulting in a more faithful total ΔV budget.",0,2016-01-01,Conference Paper,NA
85016489874,Mission to Mars: The psychological hurdles,Kanas N.,Mars mission | Psychological issues in space,"Proceedings of the International Astronautical Congress, IAC",NA,NA,NA,NA,"INTRODUCTION: A mission to Mars will introduce a number of unique psychological and interpersonal stressors that will affect the crewmembers. In planning for such an expedition, it is important to understand and prepare for dealing with these stressors. METHODS: A review was made of recent on-orbit studies in space and Mars simulation experiments on Earth that addressed psychosocial factors that may occur during a Mars mission. RESULTS: A number of psychological and interpersonal issues emerged that are relevant in planning for such a planetary trip. Most of these issues are related to the extreme distances involved; the resulting delay in communication between the crewmembers and supportive personnel on Earth; the increased autonomy that the crew will experience; the sense of loneliness and isolation that will occur; and the possible negative effects of the Earth-out-of-view phenomenon. CONCLUSIONS: Possible countermeasures for dealing with psychological and interpersonal issues during a Mars expedition will be discussed. Ideas for future psychosocial research will be presented using a mission to the International Space Station as a simulation of the out-bound and return phases of a Mars expedition, and activities on the lunar surface or in a remote setting on Earth as a simulation of the planetary phase of a mission to Mars.",0,2016-01-01,Conference Paper,NA
85016471400,"A feasible, near-term approach to human stasis for long-duration deep space missions",Schaffer M.,NA,"Proceedings of the International Astronautical Congress, IAC",NA,NA,NA,NA,"The idea of suspended animation for interstellar human spaceflight has often been posited as a promising far-term solution for long-duration voyages. A means of full cryo-preservation and restoration remains a long way off still. However, recent medical progress is quickly advancing our ability to induce torpor, a deep sleep hibernation-like state, in humans for extended periods of time. The authors propose that torpor can be used as a means of achieving human stasis for long-duration deep space by combining two existing, common, and well-understood medical procedures: Therapeutic Hypothermia (TH) and Total Parenteral Nutrition (TPN). Therapeutic Hypothermia (TH) is a medical treatment in which a patient's body temperature is lowered to 32C to 34C (89F to 93F) in order to slow the body's metabolism. TH is being used routinely in hospitals around the world with broad application to reduce the impact of traumatic body injuries. Total Parenteral Nutrition (TPN) is a medical process in which patients are fed intravenously by nutritional fluids delivered via a central venous catheter. Long-term TPN is often used to treat patients suffering the extended consequences of an accident, surgery, or digestive disorder. The authors began investigating the use of torpor for human stasis in 2013 through a study funded by the NASA Innovated Advanced Concepts (NIAC) program. In papers presented at IAC 2014 and IAC 2015, the authors presented the results of initial feasibility and systems-level impact studies of applying this medical technology to near-term exploration class missions to Mars (IAC-14-A5.2.8), and to far-term settlement-class missions to Mars (IAC-15-A5.2.12). This paper focuses on the medical perspective of applying TH and TPN to long-duration deep space missions. The authors have assembled a team of medical experts in multiple medical specialties to access the feasibility of long-term use of both TH and TPN, overcoming the long-term medical complications that may occur, and advantages of placing the crew in hibernation. Detailed descriptions of the current state-of-the-art for each process, recommendations from the medical team, and discussions of medical advantages and potential medical challenges are presented. Designs for crew support systems enabling the application of TH and TPN in deep space habitats are also discussed.",5,2016-01-01,Conference Paper,NA
85016463077,Cycling pathways to occupy mars via lunar resources,Aldrin B.,Cycler | Lunar resource | Mars colonization,"Proceedings of the International Astronautical Congress, IAC",NA,NA,NA,NA,"Cycling trajectories between the Earth and Mars could provide a human space transportation system that benefits from the reusability of a cycler vehicle. Such cycler vehicles, once placed in their heliocentric orbits can provide ballistic or near-ballistic trajectories that continue on their own momentum (or nearly so). The concept of cycler trajectories has been so well-established that new architecture warrants a name which we have coined, ""Cycling Pathway to Occupy Mars."" Since a cycler vehicle is placed in its permanent orbit as a single investment, it can be designed to provide protection, safety, and comfort to the astronauts during their interplanetary transit to Mars. A second important consideration is the potential of using lunar ice to provide rocket propellant that can be used to transfer lunar colonists on to a hyperbolic rendezvous with a cycler vehicle. Lunar ice can of course provide the most essential human nutrients, water and oxygen. Current estimates indicate that the amount of water may be 5% by mass of the lunar regolith contained in the permanently-shaded regions (PSRs) near the South Pole. Two likely craters for these resources are Shackleton and Cabeus. Besides providing propellant from the Moon for hyperbolic transfer for the Mars cycler, the purpose of a lunar base is to address human challenges that must surmounted to establish a permanent human presence on Mars. Prominent among these challenges are protection against space radiation, maintenance of musculoskeletal fitness in low-g, and preservation of mental and psychological health. In the current effort, the objective is to establish an international lunar base by developing the cislunar ""plus"" proving ground missions at the Moon that paves the way for international colonization of Mars. From the lunar base, a crew of four to eight astronauts (two landers with up to four crew members per lander) are sent to Mars every synodic period using Earth-Mars ""S1L1 cycler"" trajectory, with the first crew reaching Mars in 2037. The first activity can start as early as 2018 when prototype habitation (exploration modules or XMs) ready for tests in LEO, followed by tests in deep space environments, and lunar surface, for long-term use with minimal maintenance, while only being crewed for six months every 4 2/7 years. Thereafter, the surface XMs are placed on the Moon creating the international lunar base which will answer questions critical to colonizing Mars including in-situ resource utilization, human factors (physical or mental), and surface operations.",0,2016-01-01,Conference Paper,NA
85008423056,Cognitive evoked potentials p300 after radiation exposure,Loganovsky K.M.,Brain | Chornobyl accident | Cognitive evoked potentials | Event related potential (ERP) | Low doses of ionizing radiation | Neurocogni tive deficit | Odd ball paradigm | P300 | Psychophysiology,Problemy Radiatsiinoi Medytsyny ta Radiobiolohii,2016,21,291-311,NA,"OBJECTIVE: The study was aimed at evaluating features of brain information processes and cognitive functioning in the remote period after irradiation due to the Chornobyl accident by using cognitive evoked potentials P300. MATERIALS AND METHODS: The study included 128 people, 112 male Chornobyl clean up workers in 1986-1987 with the records of radiation doses available in Clinical and Epidemiological Registry (CER) of State Institution «National Research Center for Radiation Medicine of the National Academy of Medical Sciences of Ukraine» (NRCRM) (study group) and 16 unexposed persons due to the Chornobyl disaster (control group). At the time of the survey the average age of clean up workers (M ± SD) was (57.3 ± 5.9) years, range 44-65 years, and of unex posed persons was (57.3 ± 6.5) years, range 44-65 years. Radiation doses were within the range 0.0002-1.23 Gy, with the arithmetic mean dose (M ± SD) of (0.2 ± 0.2) Gy and the geometric mean dose of 0.1 Gy. RESULTS: The radiocerebral effect in the projection of the left posterior superior temporal gyrus (Wernicke’s area) proportionally to the radiation dose with the possible threshold of 0.05 Gy of total irradiation was revealed, with increasing radiation dose cognitive component P300 amplitude reduces and its latency period (LP) increases, espe cially at doses > 0.3-0.5 Gy. At doses > 0.5 Gy the functional relationship with the radiation dose for LP P300 increase in the projection of Wernicke’s area (r = 0.9; p = 0.027) has been found. CONCLUSIONS: The neurophysiological features detected are fully consistent with hypotheses both on radiosensitiv ity of human central nervous system and accelerated aging of the brain under the influence of small doses of ionizing radiation, and have questioned the feasibility of long term manned space flights (including Mars) until the development of adequate radiation hygiene standardization for space crews and invention of means for radiation protection of space flights. Further dynamic clinical and neuro physiological monitoring of individuals exposed to ionizing radiation is necessary. To identify the neurophysiological biological markers of ionizing radiation further international researches with adequate dosimetry support are needed.",2,2016-01-01,Article,NA
85006247042,Radiation impacts on human health during spaceflight beyond Low Earth Orbit,Freese S.,NA,REACH,2,2-4,1-7,10.1016/j.reach.2016.11.002,"Many features of the space environment cause physical ailments for human explorers, some which are truly unique. For example, the long-term health effects of living and working in a microgravity environment can currently only be experienced in an orbiting spacecraft. Radiation exposure, however, is a significant concern in space but is also an issue in certain terrestrial environments. Despite similarities with terrestrial radiation, space-based radiation is rarely encountered in an Earth environment. In fact, there are only a few locations around the world where space radiation can even be produced for research purposes. Although many long-term studies on the health effects of terrestrial radiation have been performed, there remain significant uncertainties as to whether or not Earth-based radiation can be used as a model for space-based radiation. Some of this uncertainty rests with the limited human-applicable radiation data acquired in space environments beyond Low Earth Orbit. Recent publications documenting radiation measurements from NASA&#39;s Mars Science Laboratory have significantly added to the understanding of estimated total radiation exposure doses during a human Mars mission. Despite the uncertainties regarding these estimates and the use of Earth-based radiation as a model, it is known that there are unquestionable health risks associated with long-term exposure to space radiation including tissue damage, increased cancer risk, acute radiation syndrome, central nervous system defects, and many others. This paper will discuss these health risks, the differences between terrestrial and space radiation, recent knowledge developments regarding space radiation, and also potential countermeasures for protecting future human spaceflight explorers.",1,2016-01-01,Review,NA
84995685497,Reducing cost by extending crew stay for missions to the moon and mars,Plata D.,NA,"AIAA Space and Astronautics Forum and Exposition, SPACE 2016",NA,NA,NA,NA,"There are a large number of strategies for reducing overall mission cost for crewed missions. An overview of some of these approaches is considered. The specific focus of this paper is how cost fcould be reduced by extending crew stay on the Moon and Mars. By so doing, the transportation cost for rotating crew can be reduced while also reducing the risk of loss of crew. We propose the use of the Earth Return Option where biomedical criteria indicate whether crew would need to return at the upcoming Earth return window or if they can choose to extend their stay until the following window. This could be done by ensuring that they have sufficient supplies, maintaining reliable life support systems, protecting from radiation and the effects of micro and hypogravity, and if possible, selecting crew whose social status allows for extended stays. We identify water-bearing supplies as a convenient way of reducing radiation exposure while in transit to Mars and regolith piled on top of habitats while on the surface of the Moon or Mars. While there, we propose the use of a centrifuge within a shielded habitat for several hours a day. The authors found that we could successfully conduct a variety of sedentary activities while spinning at the rate that would provide 1 g on the Moon. Finally, we suggest that any crew on a mission exceeding two years or so would ideally not have dependent children or a spouse back on Earth. We believe that the ideal initial crew may be couples without dependent children. We conclude that, by utilizing the interventions that this paper suggests, crew stay can be extended resulting in an overall lower mission cost and risk.",0,2016-01-01,Conference Paper,NA
84964432581,The role of nuclear fragmentation in particle therapy and space radiation protection,Zeitlin C.,Bragg curve | Galactic cosmic rays | Heavy-ion therapy | Nuclear fragmentation models | Nuclear interactions | Space radiation | Space radiation shielding,Frontiers in Oncology,6,MAR,NA,10.3389/fonc.2016.00065,"The transport of the so-called HZE particles (those having high charge, Z, and energy, E) through matter is crucially important both in space radiation protection and in the clinical setting where heavy ions are used for cancer treatment. HZE particles are usually considered those having Z > 1, though sometimes Z > 2 is meant. Transport physics is governed by two types of interactions, electromagnetic (ionization energy loss) and nuclear. Models of transport, such as those used in treatment planning and space mission planning must account for both effects in detail. The theory of electromagnetic interactions is well developed, but nucleus-nucleus collisions are so complex that no fundamental physical theory currently describes them. Instead, interaction models are generally anchored to experimental data, which in some areas are far from complete. The lack of fundamental physics knowledge introduces uncertainties in the calculations of exposures and their associated risks. These uncertainties are greatly compounded by the much larger uncertainties in biological response to HZE particles. In this article, we discuss the role of nucleus-nucleus interactions in heavy charged particle therapy and in deep space, where astronauts will receive a chronic low dose from galactic cosmic rays (GCRs) and potentially higher short-term doses from sporadic, unpredictable solar energetic particles (SEPs). GCRs include HZE particles; SEPs typically do not and we, therefore, exclude them from consideration in this article. Nucleus-nucleus collisions can result in the breakup of heavy ions into lighter ions. In space, this is generally beneficial because dose and dose equivalent are, on the whole, reduced in the process. The GCRs can be considered a radiation field with a significant high-LET component; when they pass through matter, the high-LET component is attenuated, at the cost of a slight increase in the low-LET component. Not only are the standard measures of risk reduced by fragmentation, but it can be argued that fragmentation also reduces the uncertainties in risk calculations by shifting the LET distribution toward one that is more concentrated at low LET, where biological effects are better understood. We review previous work in this area, including measurements made by the Radiation Assessment Detector during its journey to Mars and while on the surface of Mars aboard the Curiosity rover. Transport of HZE is also critically important in heavy-ion therapy, as it is necessary to know the details of the radiation field at the treatment site. This field is substantially modified compared to the incident pure (or nearly pure) ion beam by the same mechanisms of energy loss and nuclear fragmentation that pertain to the transport of space radiation.",16,2016-01-01,Review,U.S. Department of Energy
84952333277,UV resistance of polystyrene co-butyl acrylate (PSBA) encapsulated lignin-saponite nanohybrid composite film,Jairam S.,Degradation | Lignin nanohybrid | Physical properties | Polystyrene-butyl acrylate | UV resistance,Materials and Design,90,NA,151-156,10.1016/j.matdes.2015.10.118,"Protecting biological systems and organic materials from high ultraviolet (UV) radiation is a significant issue for engineering materials in both terrestrial and space applications. In this study, the synthesized composites of polystyrene butyl acrylate (PSBA) encapsulated lignin based nanohybrid were evaluated as UV resistant cladding materials for both applications. The UV transmittance of the composite films and their physical, thermal, and chemical degradation after prolonged exposure to high UV radiation (10 Earth days and 30 Mars equivalent days) at low temperatures of 3.4°C were examined. The results showed that the composite films blocked the UV radiation and there was no significant effect of UV radiation on film integrity, mechanical and thermal properties of the composite films when they were exposed to high intensity UV radiation (132W/m2) within 24h. Further, FTIR spectra of the composite films before and after UV radiation demonstrated that the films did not have notable oxidation degradation, although the glass transition temperature was slightly decreased with increased exposure time.",10,2016-01-01,Article,U.S. Department of Energy
84955197895,On determining the zenith angle dependence of the Martian radiation environment at Gale Crater altitudes,Wimmer-Schweingruber R.F.,Curiosity | Gale Crater | Mars surface radiation | MSL | Space radiation environment | zenith angle,Geophysical Research Letters,42,24,10557-10564,10.1002/2015GL066664,"We report the zenith angle dependence of the radiation environment at Gale Crater on Mars. This is the first determination of this dependence on another planet than Earth and is important for future human exploration of Mars and understanding radiation effects in the Martian regolith. Within the narrow range of tilt angles (0≤θ0≤15°) experienced by Curiosity on Mars, we find a dependence Jâ cosγ′(θ) with γ′=1.18±0.07, which is not too different from an isotropic radiation field and quite different from that at sea level on Earth where γ′≈2.0.",11,2015-12-28,Article,NA
84974851323,"Mars, human nature and the evolution of the psyche",Szocik K.,Biological evolution | Mars | Transhumanism,JBIS - Journal of the British Interplanetary Society,68,12,403-405,NA,"Humanity is preparing for the future of a human Mars colony. Beside technological issues there are also many complicated evolutionary, psychological and ethical challenges. Here it will be discussed what the first humans on Mars will find under intensive selective pressure. How will this pressure affect the human evolution, especially the brain and psyche evolution? Humans will find for the first time in the human history in new situation when they will be dependent on supplies from Earth. Here it will be suggested to artificially accelerate biological evolution on Earth to prepare for future Mars colonizers.",7,2015-12-01,Article,NA
84950318987,Cardiovascular function dynamics in healthy Kazakhstan residents participating medical and environmental investigations who work under extreme conditions (Emergency Ministry personnel),Eshmanova A.,NA,Human Physiology,41,7,796-801,10.1134/S036211971507004X,"The purpose of the investigation was to study group dynamics of seasonal changes in the autonomic nervous and cardiovascular functions in apparently healthy men who occupationally deal with frequent stressful situations (field personnel and firefighters of the Almaty Emergency Management Department (EMD), Emergency Ministry of the Republic of Kazakhstan (EM RK). The investigation was conducted according to the program of parallel medical and environmental investigations within the framework of the Mars-500 project in the city of Almaty, based on the support from the Kazakh National Medical University with respect to terminology based on using the prenosological approach which allows one to assess states in between the norm and pathology. Results of the year-long investigation demonstrated seasonal variations in the functional state of body with identification of groups up to prenosological ones, which could be associated with specific occupational factors and arduous duty, as it follows from the Almaty EMD operational summary (autonomic balance shifting toward prevalence of the sympathetic control during spring and summer arduous duties, and toward the parasympathetic control under quiet duty conditions during wintertime). These observations testify to the importance of dynamic health monitoring concerning apparently healthy people who are occupationally exposed to chronic psycho-emotional strain for prenosological diagnosis and timely preventive intervention.",0,2015-12-01,Article,NA
84950315693,Psychophysiological correlates of individual styles of professional operator’s work,Vinokhodova A.,NA,Human Physiology,41,7,723-727,10.1134/S0362119715070257,"One of the prioritized objectives of psychophysiological support for long-duration space missions is to strengthen professional reliability of cosmonauts. Operator’s reliability is dependent as on skillfulness, so individual work style. “Pilot-1” and VIRTU methods were used to study individual psychological characteristics and operator’s strategy during project “Mars-500.” The established two individual work styles (IWSs), i.e. “control” and “search” reflect different style of reacting to stress. Combined analysis of these data and results of “Mirror coordinograph” test showed invariance of IWSs no matter whether a task is complicated or simple. Operators demonstrating the “control” strategy are characterized by high initial mobilization readiness. Their reliability demands great physiological resources (high “cost”). Initial mobilization and physiological “cost” are lower in operators demonstrating the “search” work style. Dependent on the level of mobilization, their efficacy, in term of quality and reliability, is unstable in nature.",1,2015-12-01,Article,NA
84950312749,Long-term eco-medical monitoring using the Heart Wizard Mars-500 system in North America,Pugachev V.,NA,Human Physiology,41,7,802-807,10.1134/S0362119715070191,"A long-term eco-medical monitoring was undertaken from 2009 through 2011 as part of the MARS-500 satellite project. One of its major objectives was to conduct field testing of innovative technologies for assessment of human physiological status. The monitoring protocol represented a replica of that in the experiment with 520-day isolation. Heart Wizard Mars-500 is a telemedical health assessment system based on heart rate variability (HRV) analysis. Prenosology diagnosis using Heart Wizard Mars-500 has been tested in the United States and Canada. Prenosology monitoring is aimed predominantly to estimate the potential risks of maladaptation. Our results further validate diagnostic comprehensiveness of HRV analysis, in particular, during long-term systematic health monitoring, and when functional HRV tests results are compared and contrasted with entries in the health and lifestyle questionnaire. Heart Wizard Mars-500 is a simple and easy system for home use. Individual prenosology monitoring to assess the dynamics of personal functional state and detect potential risk factors may inspire personal changes in the way of life and, thus, improve one’s health and life quality.",0,2015-12-01,Article,NA
85006201916,Intubation after rapid sequence induction performed by non-medical personnel during space exploration missions: A simulation pilot study in a Mars analogue environment,Komorowski M.,Anaesthesia | Medical training | Simulation | Space exploration | Space medicine,Extreme Physiology and Medicine,4,1,NA,10.1186/s13728-015-0038-5,"Background: The question of the safety of anaesthetic procedures performed by non anaesthetists or even by non physicians has long been debated. We explore here this question in the hypothetical context of an exploration mission to Mars. During future interplanetary space missions, the risk of medical conditions requiring surgery and anaesthetic techniques will be significant. On Earth, anaesthesia is generally performed by well accustomed personnel. During exploration missions, onboard medical expertise might be lacking, or the crew doctor could become ill or injured. Telemedical assistance will not be available. In these conditions and as a last resort, personnel with limited medical training may have to perform lifesaving procedures, which could include anaesthesia and surgery. The objective of this pilot study was to test the ability for unassisted personnel with no medical training to perform oro-tracheal intubation after a rapid sequence induction on a simulated deconditioned astronaut in a Mars analogue environment. The experiment made use of a hybrid simulation model, in which the injured astronaut was represented by a torso manikin, whose vital signs and hemodynamic status were emulated using a patient simulator software. Only assisted by an interactive computer tool (PowerPoint® presentation), five participants with no previous medical training completed a simplified induction of general anaesthesia with intubation. Results: No major complication occurred during the simulated trials, namely no cardiac arrest, no hypoxia, no cardiovascular collapse and no failure to intubate. The study design was able to reproduce many of the constraints of a space exploration mission. Conclusions: Unassisted personnel with minimal medical training and familiarization with the equipment may be able to perform advanced medical care in a safe and efficient manner. Further studies integrating this protocol into a complete anaesthetic and surgical scenario will provide valuable input in designing health support systems for space exploration missions.",7,2015-11-01,Article,NA
